City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Cayenne,GF,4.9333,-52.3333,89.64,70,98,9.22,overcast clouds
350,Amga,RU,60.8953,131.9608,24.3,93,82,4.56,broken clouds
351,Kargasok,RU,59.0556,80.8572,47.39,93,11,9.62,few clouds
352,Axim,GH,4.8699,-2.2405,75.61,90,100,8.1,light rain
353,Kaitangata,NZ,-46.2817,169.8464,47.21,83,100,3.89,overcast clouds
354,Odweyne,SO,9.4092,45.064,79.63,48,100,16.6,overcast clouds
355,Bud,US,39.447,-86.1758,83.68,62,100,6.82,overcast clouds
356,Mbanza-Ngungu,CD,-5.25,14.8667,78.3,57,76,7.0,light rain
357,Reykjavik,IS,64.1355,-21.8954,55.06,82,75,6.91,broken clouds
358,Coruripe,BR,-10.1256,-36.1756,77.72,68,18,8.46,few clouds
359,Port Hedland,AU,-20.3167,118.5667,60.85,48,61,8.05,broken clouds
360,Gland,CH,46.4208,6.2701,56.16,67,3,6.06,clear sky
361,Luderitz,NA,-26.6481,15.1594,55.72,65,0,28.03,clear sky
362,Lasa,IT,46.6166,10.7002,54.48,79,6,6.2,clear sky
363,Jasper,US,37.2001,-94.3502,98.01,39,20,12.66,few clouds
364,Caravelas,BR,-17.7125,-39.2481,73.54,60,8,7.4,clear sky
365,Vavozh,RU,56.7751,51.931,66.36,67,99,10.18,overcast clouds
366,Kupang,ID,-10.1667,123.5833,77.36,80,100,8.5,overcast clouds
367,Rocha,UY,-34.4833,-54.3333,65.89,72,100,2.93,overcast clouds
368,Lipari,IT,38.4674,14.954,74.26,51,74,3.22,broken clouds
369,Trinidad,BO,-14.8333,-64.9,96.78,44,20,13.8,smoke
370,Juneau,US,58.3019,-134.4197,53.6,85,75,4.61,broken clouds
371,Oranjemund,NA,-28.55,16.4333,54.28,78,0,16.02,clear sky
372,Sabla,NG,12.7525,4.7077,78.31,78,100,9.53,overcast clouds
373,Ayacucho,PE,-13.1583,-74.2239,76.86,16,20,5.75,few clouds
374,Tuatapere,NZ,-46.1333,167.6833,47.08,92,99,5.41,overcast clouds
375,Zhangzhou,CN,24.5133,117.6556,82.33,87,96,1.36,overcast clouds
376,Dieppe,FR,49.75,1.1667,53.78,78,0,3.85,clear sky
377,Hasaki,JP,35.7333,140.8333,81.28,86,72,30.91,broken clouds
378,Margate,GB,51.3813,1.3862,60.31,66,91,1.99,overcast clouds
379,Yarada,IN,17.65,83.2667,79.25,79,100,5.39,light rain
380,Praia Da Vitoria,PT,38.7333,-27.0667,77.25,88,20,7.87,few clouds
381,Indri,IN,29.88,77.0711,77.85,76,9,1.88,clear sky
382,Odienne,CI,9.51,-7.5692,74.97,83,100,4.21,overcast clouds
383,Freeport,US,40.6576,-73.5832,86.99,71,20,16.11,few clouds
384,Srednekolymsk,RU,67.45,153.6833,38.66,50,96,6.87,overcast clouds
385,Magdalena,PH,14.1999,121.429,76.35,94,100,3.15,light rain
386,Ayr,GB,55.4627,-4.6339,58.98,82,20,2.3,few clouds
387,San Carlos De Bariloche,AR,-41.1456,-71.3082,40.75,65,75,8.05,broken clouds
388,Jinchang,CN,38.4953,102.1739,52.54,79,25,5.17,scattered clouds
389,Porto Velho,BR,-8.7619,-63.9039,95.05,36,40,8.05,scattered clouds
390,Mascota,MX,20.5167,-104.7833,73.31,88,98,3.4,overcast clouds
391,Junin,AR,-34.5838,-60.9433,63.9,51,0,14.76,clear sky
392,Komsomolskiy,UZ,40.4272,71.7189,68.72,45,0,6.91,clear sky
393,Mount Gambier,AU,-37.8333,140.7667,43.95,85,14,7.9,few clouds
394,Polis,CY,35.0367,32.4264,78.62,84,1,4.68,clear sky
395,Haapiti,PF,-17.5667,-149.8667,80.33,74,36,18.32,moderate rain
396,Cairo,EG,30.0626,31.2497,83.16,61,0,10.36,clear sky
397,Grants,US,35.1473,-107.8514,82.63,21,0,5.75,clear sky
398,Henties Bay,NA,-22.116,14.2845,54.68,83,0,12.75,clear sky
399,Touros,BR,-5.1989,-35.4608,80.56,65,93,17.85,overcast clouds
400,Aurich,DE,53.4667,7.4833,56.93,91,100,13.29,light rain
401,Coos Bay,US,43.3665,-124.2179,67.98,94,100,4.61,overcast clouds
402,Luganville,VU,-15.5333,167.1667,77.9,85,52,11.63,broken clouds
403,Progreso,MX,21.2833,-89.6667,91.51,65,9,13.51,clear sky
404,Scarborough,GB,54.2797,-0.4044,50.32,83,5,4.76,clear sky
405,Veraval,IN,20.9,70.3667,79.74,80,66,10.29,broken clouds
406,Statesboro,US,32.4488,-81.7832,89.4,48,0,10.36,clear sky
407,Dingle,PH,10.9995,122.6711,76.24,90,100,5.28,overcast clouds
408,Balagansk,RU,54.0103,103.0544,47.98,71,100,3.51,overcast clouds
409,Guayaramerin,BO,-10.8368,-65.3614,95.05,36,20,5.75,few clouds
410,Aborlan,PH,9.4352,118.5492,78.78,85,100,2.98,overcast clouds
411,Valparaiso,CL,-33.0393,-71.6273,61.03,82,0,14.97,clear sky
412,Shira,RU,54.4911,89.9531,49.15,57,100,4.52,overcast clouds
413,Vila,PT,42.0304,-8.1588,65.28,75,1,1.52,clear sky
414,Charters Towers,AU,-20.1,146.2667,66.87,97,83,8.08,broken clouds
415,Vagamo,NO,61.8751,9.0967,39.7,86,46,6.71,scattered clouds
416,Puerto Narino,CO,-3.7703,-70.3831,96.01,38,52,2.68,broken clouds
417,Maymyo,MM,22.0333,96.4667,65.03,97,39,1.32,scattered clouds
418,Sola,VU,-13.8833,167.55,79.81,78,62,24.29,broken clouds
419,Kramat,ID,-8.1311,113.4499,74.35,90,94,2.98,overcast clouds
420,Buala,SB,-8.145,159.5921,79.07,84,97,7.43,light rain
421,Westport,US,41.1415,-73.3579,85.08,61,0,11.5,clear sky
422,Ziro,IN,27.6333,93.8333,59.14,96,100,0.56,overcast clouds
423,Oktyabrskiy,RU,54.4815,53.471,71.64,37,61,13.91,broken clouds
424,Barentu,ER,15.1139,37.5928,77.23,65,38,5.75,scattered clouds
425,Coracora,PE,-15.0333,-73.7833,65.53,13,8,13.18,clear sky
426,Turinsk,RU,58.0458,63.696,59.88,87,100,5.64,overcast clouds
427,Luena,AO,-11.7833,19.9167,74.53,44,94,4.56,overcast clouds
428,Sauda,NO,59.6506,6.3542,55.69,79,13,2.21,few clouds
429,Upata,VE,8.0086,-62.3989,87.76,51,35,6.6,scattered clouds
430,Sigli,ID,5.3848,95.9609,77.63,82,100,5.08,overcast clouds
431,Jiwani,PK,25.05,61.7417,79.86,80,25,10.54,scattered clouds
432,Carballo,ES,43.213,-8.691,74.62,87,0,0.07,clear sky
433,Jagodina,RS,43.9814,21.2622,50.38,91,100,3.53,overcast clouds
434,Puerto El Triunfo,SV,13.2833,-88.55,82.85,77,40,7.85,scattered clouds
435,Macau,MO,22.2006,113.5461,85.86,89,20,9.22,few clouds
436,Cidreira,BR,-30.1811,-50.2056,60.51,96,100,6.31,moderate rain
437,Zabol,AF,32.25,67.25,68.59,19,0,6.98,clear sky
438,Ponta Delgada,PT,37.7333,-25.6667,75.92,73,40,8.05,scattered clouds
439,Puerto Baquerizo Moreno,EC,-0.9,-89.6,72.59,73,100,10.36,overcast clouds
440,Alanya,TR,36.5438,31.9998,75.33,72,0,1.68,clear sky
441,Honiara,SB,-9.4333,159.95,76.98,84,97,7.02,overcast clouds
442,Marrakesh,MA,31.6315,-8.0083,82.47,47,75,5.75,broken clouds
443,Isangel,VU,-19.55,169.2667,75.52,85,28,10.4,scattered clouds
444,Kentville,CA,45.0835,-64.4988,66.13,49,27,4.61,scattered clouds
445,Berwick,US,41.0545,-76.2333,72.37,93,100,7.07,moderate rain
446,Thunder Bay,CA,48.4001,-89.3168,73.31,64,75,10.36,broken clouds
447,Ribera,IT,37.4984,13.2642,72.68,54,8,1.23,clear sky
448,Miri,MY,4.4148,114.0089,75.34,94,40,9.22,scattered clouds
449,Halifax,CA,44.6453,-63.5724,67.33,52,12,8.05,few clouds
450,Lyantonde,UG,-0.4031,31.1572,68.38,75,13,3.15,light rain
451,Quixada,BR,-4.9714,-39.0153,95.63,24,99,7.58,overcast clouds
452,Dawei,MM,14.0833,98.2,73.38,92,100,2.15,overcast clouds
453,Balikpapan,ID,-1.2675,116.8289,74.46,93,95,3.85,overcast clouds
454,Constitucion,CL,-35.3333,-72.4167,54.09,55,100,16.51,overcast clouds
455,San Quintin,MX,30.4833,-115.95,72.43,65,0,14.36,clear sky
456,Moerai,PF,-22.4333,-151.3333,73.81,80,0,6.98,clear sky
457,Hobyo,SO,5.3505,48.5268,76.96,91,100,22.91,overcast clouds
458,Kalabo,ZM,-14.97,22.6814,79.74,35,99,2.64,overcast clouds
459,Jevnaker,NO,60.2414,10.385,50.86,70,8,6.04,clear sky
460,Morgan City,US,29.6994,-91.2068,91.99,48,48,7.11,scattered clouds
461,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,63,0,12.82,clear sky
462,Maroantsetra,MG,-15.4333,49.7333,69.75,87,47,5.75,light rain
463,Kudat,MY,6.8837,116.8477,76.93,88,20,13.8,few clouds
464,Beloha,MG,-25.1667,45.05,75.06,53,0,9.8,clear sky
465,Banff,CA,51.1762,-115.5698,44.98,70,88,9.22,overcast clouds
466,Yinchuan,CN,38.4681,106.2731,53.87,75,1,2.91,clear sky
467,Urengoy,RU,65.9667,78.3667,38.84,85,100,13.09,overcast clouds
468,Santa Fe,AR,-31.6333,-60.7,67.87,52,44,11.18,light rain
469,Kirn,DE,49.7833,7.45,52.61,83,29,4.99,scattered clouds
470,Shenjiamen,CN,29.9576,122.298,71.08,65,4,22.86,clear sky
471,Muros,ES,42.7762,-9.0603,73.17,66,0,1.3,clear sky
472,Port Hawkesbury,CA,45.6169,-61.3485,62.04,60,0,11.5,clear sky
473,Farkhor,TJ,37.4922,69.4036,73.4,25,0,1.32,clear sky
474,Tuzla,BA,44.5428,18.6694,42.76,100,12,2.3,fog
475,Sabha,LY,27.0377,14.4283,90.16,13,0,8.7,clear sky
476,Lincoln,US,40.8,-96.667,98.15,51,0,14.97,clear sky
477,Anchorage,US,61.2181,-149.9003,56.79,89,40,12.66,shower rain
478,Bonthe,SL,7.5264,-12.505,76.86,87,100,7.38,overcast clouds
479,Phanom Sarakham,TH,13.7479,101.3553,79.93,91,100,4.61,overcast clouds
480,Asfi,MA,32.2994,-9.2372,72.23,77,1,5.97,clear sky
481,Grindavik,IS,63.8424,-22.4338,55.35,100,100,14.97,mist
482,Bubaque,GW,11.2833,-15.8333,80.53,78,81,12.08,light rain
483,Mecca,SA,21.4267,39.8261,86.07,34,7,6.71,clear sky
484,Wasilla,US,61.5814,-149.4394,55.89,88,100,12.66,light rain
485,Hay River,CA,60.8156,-115.7999,55.38,71,75,17.27,broken clouds
486,Vagur,FO,61.4732,-6.8119,52.34,98,100,20.33,light rain
487,Iranshahr,IR,27.2025,60.6848,89.94,25,20,11.5,haze
488,Santa Maria,BR,-29.6842,-53.8069,61.9,94,75,13.8,light rain
489,Lewiston,US,44.1003,-70.2148,57.42,96,100,5.75,heavy intensity rain
490,Manono,CD,-7.3,27.4167,79.07,54,6,2.28,clear sky
491,Mtwara,TZ,-10.2667,40.1833,74.46,85,5,7.02,clear sky
492,Hofn,IS,64.2539,-15.2082,51.82,93,100,3.44,light intensity drizzle rain
493,Madera,US,37.1666,-119.8343,71.69,77,97,3.74,overcast clouds
494,Bay Roberts,CA,47.5999,-53.2648,60.15,67,100,5.01,overcast clouds
495,Abu Zabad,SD,12.35,29.25,70.57,89,100,2.48,heavy intensity rain
496,Beringovskiy,RU,63.05,179.3167,37.11,75,85,11.68,overcast clouds
497,Port Moresby,PG,-9.4431,147.1797,72.82,100,20,5.75,few clouds
498,Laguna,US,38.421,-121.4238,75.11,70,100,10.36,overcast clouds
499,Luzhou,CN,28.8724,105.4405,75.6,96,100,4.85,overcast clouds
500,Gorele,TR,41.0308,39.0031,68.13,90,100,1.92,overcast clouds
501,Oussouye,SN,12.485,-16.5469,80.69,89,100,4.63,moderate rain
502,Tabatinga,BR,-4.2525,-69.9381,93.29,58,40,5.75,scattered clouds
503,Tura,IN,25.5198,90.2201,74.01,98,94,3.91,light rain
504,Tateyama,JP,34.9833,139.8667,83.1,86,91,31.68,overcast clouds
505,Sarahan,IN,31.5167,77.8,59.99,88,75,2.33,broken clouds
506,San Pedro,PH,14.35,121.0167,78.35,92,75,2.3,broken clouds
507,Simpang,ID,-1.2667,104.0833,71.4,94,100,3.02,overcast clouds
508,Sweetwater,US,25.7634,-80.3731,86.02,79,75,9.22,thunderstorm
509,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,97.23,34,59,2.57,broken clouds
510,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,97.56,33,36,5.88,scattered clouds
511,Black Diamond,US,47.3087,-122.0032,75.58,51,0,3.0,clear sky
512,Torbay,CA,47.6666,-52.7314,59.4,66,75,12.66,broken clouds
513,North Bend,US,43.4065,-124.2243,67.91,94,100,4.61,overcast clouds
514,Tawau,MY,4.2498,117.8871,77.13,84,56,4.9,broken clouds
515,Akyab,MM,20.15,92.9,79.88,86,55,12.15,broken clouds
516,Dongying,CN,37.4564,118.4856,66.13,41,100,4.43,overcast clouds
517,Nome,US,64.5011,-165.4064,43.16,87,100,8.05,overcast clouds
518,Puerto Madero,MX,14.7208,-92.4215,88.0,79,40,5.75,scattered clouds
519,Natal,BR,-5.795,-35.2094,84.42,61,0,20.71,clear sky
520,Kizukuri,JP,40.8061,140.3861,63.95,97,100,18.23,moderate rain
521,Mogok,MM,22.9167,96.5,65.37,100,57,2.98,broken clouds
522,Mogadishu,SO,2.0371,45.3438,78.06,85,48,15.48,scattered clouds
523,Mangrol,IN,21.1167,70.1167,79.88,79,67,10.27,broken clouds
524,Soweto,ZA,-26.2678,27.8585,65.46,21,29,15.35,scattered clouds
525,Barcelos,PT,41.5388,-8.6151,77.92,73,5,1.23,clear sky
526,Alta Floresta,BR,-9.8756,-56.0861,91.22,52,40,6.91,scattered clouds
527,Bougouni,ML,11.417,-7.479,74.93,88,100,0.51,light rain
528,Batagay,RU,67.6333,134.6333,21.79,96,65,1.9,broken clouds
529,Udachnyy,RU,66.4167,112.4,32.45,100,100,11.43,light snow
530,Ranong,TH,9.9658,98.6348,78.01,88,96,7.34,overcast clouds
531,Bollnas,SE,61.3482,16.3946,49.24,78,100,10.51,light rain
532,Umm Kaddadah,SD,13.6017,26.6876,93.9,30,79,10.18,broken clouds
533,Raga,SS,8.4596,25.678,72.39,92,100,4.72,overcast clouds
534,Delvada,IN,20.7667,71.0333,77.9,82,1,9.98,clear sky
535,Maragogi,BR,-9.0122,-35.2225,77.79,69,5,10.27,clear sky
536,Longyearbyen,SJ,78.2186,15.6401,28.24,69,75,10.36,broken clouds
537,Vilyuysk,RU,63.7553,121.6247,33.3,99,100,3.76,overcast clouds
538,Kudahuvadhoo,MV,2.6708,72.8944,82.18,68,100,7.36,overcast clouds
539,Vestmanna,FO,62.1564,-7.1664,50.92,100,100,14.97,light rain
540,Khasan,RU,42.4308,130.6434,46.72,39,0,13.65,clear sky
541,Te Anau,NZ,-45.4167,167.7167,46.45,94,100,3.42,light rain
542,Isla Vista,US,34.4133,-119.861,75.83,80,100,11.5,overcast clouds
543,Haines Junction,CA,60.7522,-137.5108,48.15,66,82,3.44,broken clouds
544,Lerwick,GB,60.1545,-1.1494,48.2,66,8,1.66,clear sky
545,Ilhabela,BR,-23.7781,-45.3581,69.19,74,59,10.29,broken clouds
546,Dhidhdhoo,MV,6.8833,73.1,81.48,77,100,12.37,overcast clouds
547,Kabare,CD,-2.4683,28.8242,62.42,91,100,1.28,light rain
548,Tarut,SA,26.5733,50.0369,89.8,64,0,11.63,clear sky
549,Qorveh,IR,35.1664,47.8045,67.82,17,0,4.03,clear sky
550,Mnogovershinnyy,RU,53.9353,139.9242,32.95,81,100,4.45,overcast clouds
551,Ballina,AU,-28.8667,153.5667,53.78,70,0,9.19,clear sky
552,Tanout,NE,14.9709,8.8879,91.02,36,55,12.8,broken clouds
553,Knysna,ZA,-34.0363,23.0471,52.34,77,11,4.12,few clouds
554,Derzhavinsk,KZ,51.1,66.3167,60.35,23,0,7.36,clear sky
555,Klyuchi,RU,52.2667,79.1667,52.21,36,100,2.71,overcast clouds
556,Hukuntsi,BW,-24.0,21.75,52.48,26,0,13.62,clear sky
557,Yasnyy,RU,51.0333,59.8742,64.29,21,0,8.21,clear sky
558,Maun,BW,-19.9833,23.4167,80.56,18,0,9.22,clear sky
559,Phangnga,TH,8.4509,98.5298,80.64,90,92,2.62,overcast clouds
560,Alexandria,EG,31.2156,29.9553,79.48,66,0,11.63,clear sky
561,Den Helder,NL,52.9599,4.7593,57.97,61,100,10.0,overcast clouds
562,Abonnema,NG,4.7084,6.7931,75.76,89,100,5.68,light rain
563,Sistranda,NO,63.7256,8.834,48.16,69,36,15.12,scattered clouds
564,Pedro Juan Caballero,PY,-22.5472,-55.7333,84.16,45,100,0.0,thunderstorm
565,Huilong,CN,31.8111,121.655,71.92,67,2,15.73,clear sky
566,Puerto Ayacucho,VE,5.6639,-67.6236,89.92,58,90,2.24,overcast clouds
567,Berovo,MK,41.7031,22.8578,50.68,47,0,1.19,clear sky
568,Salalah,OM,17.0151,54.0924,80.69,89,75,6.91,broken clouds
569,Nkan,GA,0.3833,9.7833,75.85,88,100,5.48,light rain
570,Najran,SA,17.4924,44.1277,88.45,19,100,5.79,overcast clouds
571,Rincon,US,32.296,-81.2354,85.95,65,75,8.05,broken clouds
572,Dzaoudzi,YT,-12.7887,45.2699,75.09,83,20,4.61,few clouds
573,Shibetsu,JP,43.659,145.132,71.22,95,100,17.22,overcast clouds
574,Concarneau,FR,47.875,-3.9225,61.83,76,7,5.86,clear sky
575,Worksop,GB,53.3018,-1.124,58.1,81,100,4.16,overcast clouds
576,Roald,NO,62.5833,6.1333,50.76,81,75,6.91,broken clouds
577,Vypolzovo,RU,57.8767,33.6986,47.57,96,100,12.44,overcast clouds
578,Tikri,IN,29.2333,77.35,78.53,80,6,4.61,clear sky
579,Letlhakane,BW,-21.4167,25.5833,76.37,17,11,16.42,few clouds
580,Storslett,NO,69.7678,21.0247,41.0,81,100,4.61,overcast clouds
581,Ndjole,GA,-0.1783,10.7649,74.37,94,100,3.29,moderate rain
582,Meridian,US,43.6121,-116.3915,79.25,45,0,4.61,clear sky
583,Marshall,US,34.3834,-86.3333,91.08,51,0,6.91,clear sky
584,Qiqihar,CN,47.3408,123.9672,37.81,32,2,8.14,clear sky
585,Nueva Gerona,CU,21.8833,-82.8,86.56,62,19,7.31,few clouds
586,Nuuk,GL,64.1835,-51.7216,50.61,76,20,5.75,few clouds
587,Alihe,CN,50.5667,123.7167,29.41,60,42,4.21,scattered clouds
588,Bamnet Narong,TH,15.4992,101.6897,73.72,96,100,6.6,overcast clouds
589,Konya,TR,38.1667,32.5,71.08,51,0,3.15,clear sky
590,Calvinia,ZA,-31.4707,19.776,47.77,50,17,4.92,few clouds
591,Kidal,ML,18.4411,1.4078,94.06,28,74,14.47,broken clouds
592,Sechura,PE,-5.5569,-80.8222,78.19,57,21,13.0,few clouds
593,Havoysund,NO,70.9963,24.6622,44.83,72,55,15.1,broken clouds
594,Abnub,EG,27.2696,31.1511,82.96,30,0,8.66,clear sky
595,Karachi,PK,24.9056,67.0822,78.62,83,40,9.22,scattered clouds
596,Naica,MX,27.85,-105.4833,83.75,43,37,11.05,scattered clouds
597,Murchison,NZ,-41.8,172.3333,44.53,94,95,1.79,overcast clouds
598,Yoichi,JP,43.2039,140.7703,57.06,91,100,14.65,moderate rain
599,Malinyi,TZ,-8.9333,36.1333,73.54,57,72,2.42,broken clouds
600,Savannah Bight,HN,16.45,-85.85,83.5,76,55,12.33,broken clouds
601,Macduff,GB,57.6701,-2.4969,55.22,41,100,6.89,overcast clouds
602,Bahia Blanca,AR,-38.7196,-62.2724,48.79,67,100,17.31,overcast clouds
603,Naze,JP,28.3667,129.4833,77.92,86,54,11.18,broken clouds
604,Fortuna Foothills,US,32.6578,-114.4119,97.21,22,0,1.99,clear sky
605,Tessalit,ML,20.1986,1.0114,93.31,27,100,10.16,overcast clouds
606,Bilma,NE,18.6853,12.9164,96.22,27,7,7.67,clear sky
607,Oistins,BB,13.0667,-59.5333,87.89,66,20,11.5,few clouds
608,Nizhnyaya Salda,RU,58.0776,60.7202,58.96,82,98,6.26,overcast clouds
609,Mont-Dore,NC,-22.2833,166.5833,75.0,99,29,6.58,scattered clouds
610,Norton Shores,US,43.1689,-86.2639,80.35,62,0,7.0,clear sky
611,Banes,CU,20.9625,-75.7186,87.55,61,11,14.34,few clouds
612,Uribia,CO,11.7139,-72.266,87.42,58,80,16.58,broken clouds
613,Mata,PT,40.683,-7.4592,71.92,58,84,1.7,broken clouds
614,Egvekinot,RU,66.3167,-179.1667,33.53,87,78,5.28,broken clouds
615,Peniche,PT,39.3558,-9.3811,77.07,84,90,3.91,overcast clouds
616,Rawson,AR,-43.3002,-65.1023,40.66,94,100,30.31,moderate rain
617,Ikom,NG,5.9667,8.7063,72.97,97,100,1.39,moderate rain
618,Kasempa,ZM,-13.4584,25.8338,77.76,38,94,4.76,overcast clouds
619,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,92,40,8.05,scattered clouds
620,Mitu,CO,1.1983,-70.1733,90.03,52,59,0.96,broken clouds
621,Iskateley,RU,67.6803,53.1512,47.8,94,100,8.32,overcast clouds
622,Kinwat,IN,19.6333,78.2,72.86,95,100,12.08,heavy intensity rain
623,Osterburg,DE,52.7833,11.7667,52.09,85,100,6.13,overcast clouds
624,Bartica,GY,6.4,-58.6167,91.72,53,95,4.74,overcast clouds
625,Cacak,RS,43.8914,20.3497,51.4,95,100,3.65,overcast clouds
626,Labuhan,ID,-6.8844,112.2051,77.54,78,100,11.43,overcast clouds
627,Abalak,RU,58.1286,68.5944,54.82,96,75,2.48,broken clouds
628,Coper,CO,5.4768,-74.0442,73.22,94,99,2.44,overcast clouds
629,Nyurba,RU,63.2842,118.3319,36.75,99,100,2.19,overcast clouds
630,Oranjestad,AW,12.524,-70.027,84.15,79,40,13.8,scattered clouds
631,Ilo,PE,-17.6394,-71.3375,63.46,77,100,9.22,overcast clouds
632,Hokitika,NZ,-42.7167,170.9667,50.4,94,100,7.99,moderate rain
633,Vryburg,ZA,-26.9566,24.7284,51.64,61,0,11.77,clear sky
634,Kapit,MY,2.0167,112.9333,73.38,99,98,1.21,overcast clouds
635,Domoni,KM,-12.2569,44.5319,74.84,82,0,3.27,clear sky
636,Hammerfest,NO,70.6634,23.6821,41.45,87,75,10.36,broken clouds
637,Tadine,NC,-21.55,167.8833,73.51,83,82,13.67,broken clouds
638,Sinnamary,GF,5.3833,-52.95,85.15,67,93,10.56,overcast clouds
639,Panormos,GR,35.4182,24.6909,71.46,73,0,4.99,clear sky
640,Tiksi,RU,71.6872,128.8694,34.5,99,100,22.21,snow
641,Atyrau,KZ,47.1167,51.8833,71.62,23,0,11.18,clear sky
642,Arrecife,ES,28.963,-13.5477,76.98,78,75,9.22,broken clouds
643,Maniitsoq,GL,65.4167,-52.9,42.39,87,100,3.71,overcast clouds
644,Katangli,RU,51.7102,143.2326,46.56,90,100,6.11,light rain
645,Newcastle,AU,-32.9272,151.7765,56.71,89,24,5.75,few clouds
646,Bria,CF,6.5423,21.9863,71.04,93,42,1.19,scattered clouds
647,Black River,JM,18.0264,-77.8487,85.19,69,45,5.5,scattered clouds
648,Husavik,IS,66.0449,-17.3389,56.1,82,100,9.98,overcast clouds
649,Limbdi,IN,22.5667,71.8,81.34,70,88,10.71,overcast clouds
650,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,63.28,87,100,10.38,overcast clouds
651,Puerto Escondido,MX,15.85,-97.0667,83.23,54,75,6.91,broken clouds
652,Nalut,LY,30.3333,10.85,92.98,11,10,6.49,clear sky
653,General Roca,AR,-39.0333,-67.5833,59.63,29,6,12.33,clear sky
654,Ales,FR,44.1333,4.0833,63.68,49,74,7.58,broken clouds
655,Burgersdorp,ZA,-30.9977,26.3286,42.96,86,100,18.07,light rain
656,Rodrigues Alves,BR,-7.738,-72.6509,95.2,26,17,1.34,few clouds
657,Xining,CN,36.6167,101.7667,49.01,88,100,2.39,overcast clouds
658,Bima,ID,-8.4667,118.7167,74.8,92,100,5.39,overcast clouds
659,Wattegama,LK,6.7989,81.4808,78.37,75,99,4.23,overcast clouds
660,Avera,US,33.194,-82.5271,89.11,38,0,6.91,clear sky
661,Kruisfontein,ZA,-34.0033,24.7314,52.18,79,58,7.85,broken clouds
662,Qinzhou,CN,21.95,108.6167,81.73,80,99,1.59,overcast clouds
663,Beira,MZ,-19.8436,34.8389,77.09,83,0,17.27,clear sky
664,Hoskote,IN,13.0669,77.7983,70.0,88,40,2.3,scattered clouds
665,Bogense,DK,55.5669,10.0886,48.61,68,0,10.49,clear sky
666,Ahipara,NZ,-35.1667,173.1667,58.62,97,100,3.74,overcast clouds
667,Sept-Iles,CA,50.2001,-66.3821,55.92,67,40,6.91,scattered clouds
668,Paita,PE,-5.0892,-81.1144,72.46,71,20,15.79,few clouds
669,Pyshma,RU,56.9523,63.2513,62.04,75,94,7.07,overcast clouds
670,Kununurra,AU,-15.7667,128.7333,75.18,83,21,1.14,few clouds
671,Mitsamiouli,KM,-11.3847,43.2844,75.58,81,7,9.26,clear sky
672,Lodja,CD,-3.4833,23.4333,74.23,78,16,1.99,few clouds
673,Anadyr,RU,64.75,177.4833,36.1,87,0,13.42,clear sky
674,Gizo,SB,-8.103,156.8419,81.72,74,100,5.61,overcast clouds
675,Lhokseumawe,ID,5.1801,97.1507,77.54,86,96,2.46,moderate rain
676,Zhoucheng,CN,35.9122,116.3117,65.52,38,100,3.65,overcast clouds
677,Traralgon,AU,-38.1833,146.5333,41.16,98,18,0.78,few clouds
678,Antalaha,MG,-14.9003,50.2788,67.05,87,3,7.05,clear sky
679,Tromso,NO,69.6496,18.957,41.02,70,20,8.05,few clouds
680,Tayshet,RU,55.9342,98.0044,47.89,92,100,13.73,light rain
681,Pocos De Caldas,BR,-21.7878,-46.5614,82.45,21,20,5.79,few clouds
682,Paamiut,GL,61.994,-49.6678,42.19,88,72,10.94,broken clouds
683,Obo,CF,5.3998,26.4869,70.61,91,97,4.0,light rain
684,Carinhanha,BR,-14.3047,-43.765,92.59,27,100,0.45,overcast clouds
685,Kaeo,NZ,-35.1,173.7833,55.33,97,100,3.09,light rain
686,Aksu,CN,41.1231,80.2644,69.13,44,8,7.31,clear sky
687,Arlit,NE,18.7369,7.3853,94.84,26,100,8.9,overcast clouds
688,Bowen,AU,-20.0167,148.2333,72.09,93,73,5.73,broken clouds
689,Flin Flon,CA,54.7682,-101.865,62.44,59,75,5.75,broken clouds
690,Pangnirtung,CA,66.1451,-65.7125,42.8,93,100,5.75,light intensity drizzle
691,Leland,US,34.2563,-78.0447,87.06,63,0,6.91,clear sky
692,Jardim,BR,-21.4803,-56.1381,87.6,47,100,9.53,overcast clouds
693,Popondetta,PG,-8.7537,148.2534,70.77,92,99,3.29,overcast clouds
694,Victor Harbor,AU,-35.5667,138.6167,58.68,65,86,11.92,overcast clouds
695,Micomeseng,GQ,2.1462,10.6164,67.37,99,100,2.95,light rain
696,Zhuanghe,CN,39.7008,122.9911,52.77,59,1,8.25,clear sky
